Project,site_no,collect_date,Hour,sample_ID,Subsample,LowestTaxonomicLevelOfID,TaxaID,Nauplius,ObjectiveMagnification,MarksInOcularMicrometer_No.,MarksInOcularMicrometer_width_No.,MarksInOcularMicrometer_height_No.,Initials,Notes
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Family,Cyclopidae,,75x,3.8,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Order,Cyclopoida,nauplius,75x,2,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Family,Cyclopidae,,75x,3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Family,Cyclopidae,,75x,2.6,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Species,K. earlinae,,75x,1.1,0.8,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Species,K. bostoniensis,,75x,1.1,0.4,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Family,Cyclopidae,,75x,2.5,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Order,Plomida,,75x,1.1,0.9,0.9,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.8,0.4,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.8,0.4,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Conochilus,,75x,0.8,0.4,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Genus,Trichocerca,,75x,4.2,0.9,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,A,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Plomida,,75x,1.1,0.8,0.7,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,C. scutifer,,50x,5.3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1.2,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1.2,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,2.3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,75x,2,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1.2,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Trichocerca,,75x,1.5,1,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,2,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,75x,1.8,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,75x,2.9,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,2.8,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Plomida,,75x,1,0.7,0.7,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Plomida,,75x,0.8,0.6,0.7,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,1.8,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,2.3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1.1,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,1.8,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1.1,0.4,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,2.6,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,2.5,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Collotheca,,75x,1.1,0.6,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.6,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1,0.4,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.2,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1,0.4,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1,0.4,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,75x,2.8,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Plomida,,75x,1.1,0.8,0.8,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,75x,2.6,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,0.9,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Trichocerca,,75x,1.6,0.6,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,75x,2.5,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. earlinae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,75x,2.8,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,75x,2.8,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Collotheca,,75x,1.1,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,75x,1,0.4,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Species,K. bostoniensis,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,75x,3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.2,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,75x,1.6,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Plomida,,75x,1.2,1,1.1,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,1,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.6,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.8,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.7,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,75x,0.9,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Genus,Conochilus,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Cyclopidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,2.4,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,B,Family,Bosminidae,,75x,2.6,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Species,K. bostoniensis,,75x,1.1,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,75x,2.2,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,75x,2.5,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Cyclopidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Order,Calanoida,,75x,3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Cyclopidae,,75x,2.6,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Order,Cyclopoida,nauplius,75x,1,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Cyclopidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Order,Cyclopoida,nauplius,75x,1.2,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Cyclopidae,,75x,3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Cyclopidae,,75x,3,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Cyclopidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Species,C. natans,,75x,1.3,0.7,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Genus,Trichocerca,,75x,1.4,1,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,,,,,HLW,exoskeleton
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Order,Cyclopoida,nauplius,75x,1.2,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Cyclopidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Species,K. bostoniensis,,75x,1.1,0.5,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Species,H. gibberum,,75x,3.2,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Cyclopidae,,75x,2.6,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Genus,Trichocerca,,75x,1.1,0.7,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Order,Calanoida,,75x,4.8,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Order,Plomida,,75x,1.2,0.9,0.9,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Family,Bosminidae,,,,,,HLW,
FCR2019,FCR_50,19-Aug-19,12:00,F19Aug19_9.0m,C,Genus,Keratella,,75x,1,0.4,,HLW,
